Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,347.5,,,T16-17,F,110,Sleeves,Total,Full Power,National
Standard,132.5,,,T16-17,F,110+,Sleeves,S,Full Power,National
Standard,72.5,,,T16-17,F,110+,Sleeves,B,Full Power,National
Standard,155,,,T16-17,F,110+,Sleeves,D,Full Power,National
Standard,357.5,,,T16-17,F,110+,Sleeves,Total,Full Power,National
Standard,55,,,T16-17DT,F,44,Sleeves,S,Full Power,National
Standard,32.5,,,T16-17DT,F,44,Sleeves,B,Full Power,National
Standard,57.5,,,T16-17DT,F,44,Sleeves,D,Full Power,National
Standard,135,,,T16-17DT,F,44,Sleeves,Total,Full Power,National
Standard,67.5,,,T16-17DT,F,48,Sleeves,S,Full Power,National
Standard,40,,,T16-17DT,F,48,Sleeves,B,Full Power,National
Standard,70,,,T16-17DT,F,48,Sleeves,D,Full Power,National
Standard,167.5,,,T16-17DT,F,48,Sleeves,Total,Full Power,National
Standard,67.5,,,T16-17DT,F,52,Sleeves,S,Full Power,National
Standard,40,,,T16-17DT,F,52,Sleeves,B,Full Power,National
Standard,70,,,T16-17DT,F,52,Sleeves,D,Full Power,National
Standard,170,,,T16-17DT,F,52,Sleeves,Total,Full Power,National
Rubee Whittaker,113,17/05/2026,World Cup UK,T16-17DT,F,56,Sleeves,S,Full Power,National
Rubee Whittaker,60,17/05/2026,World Cup UK,T16-17DT,F,56,Sleeves,B,Full Power,National
Rubee Whittaker,157.5,07/12/2025,National Championships,T16-17DT,F,56,Sleeves,D,Full Power,National
Rubee Whittaker,328,17/05/2026,World Cup UK,T16-17DT,F,56,Sleeves,Total,Full Power,National
Rubee Whittaker,120,15/02/2026,Nottingham,T16-17DT,F,60,Sleeves,S,Full Power,National
Rubee Whittaker,55,15/02/2026,Nottingham,T16-17DT,F,60,Sleeves,B,Full Power,National
Rubee Whittaker,160,15/02/2026,Nottingham,T16-17DT,F,60,Sleeves,D,Full Power,National
Rubee Whittaker,335,15/02/2026,Nottingham,T16-17DT,F,60,Sleeves,Total,Full Power,National
Standard,92.5,,,T16-17DT,F,67.5,Sleeves,S,Full Power,National
Standard,55,,,T16-17DT,F,67.5,Sleeves,B,Full Power,National
Standard,97.5,,,T16-17DT,F,67.5,Sleeves,D,Full Power,National
Standard,235,,,T16-17DT,F,67.5,Sleeves,Total,Full Power,National
Standard,95,,,T16-17DT,F,75,Sleeves,S,Full Power,National
Standard,55,,,T16-17DT,F,75,Sleeves,B,Full Power,National
Standard,100,,,T16-17DT,F,75,Sleeves,D,Full Power,National
Standard,242.5,,,T16-17DT,F,75,Sleeves,Total,Full Power,National
Standard,100,,,T16-17DT,F,82.5,Sleeves,S,Full Power,National
Standard,57.5,,,T16-17DT,F,82.5,Sleeves,B,Full Power,National
Standard,105,,,T16-17DT,F,82.5,Sleeves,D,Full Power,National
Standard,255,,,T16-17DT,F,82.5,Sleeves,Total,Full Power,National
Standard,107.5,,,T16-17DT,F,90,Sleeves,S,Full Power,National
Standard,62.5,,,T16-17DT,F,90,Sleeves,B,Full Power,National
Standard,112.5,,,T16-17DT,F,90,Sleeves,D,Full Power,National
Standard,272.5,,,T16-17DT,F,90,Sleeves,Total,Full Power,National
Standard,122.5,,,T16-17DT,F,100,Sleeves,S,Full Power,National
Standard,67.5,,,T16-17DT,F,100,Sleeves,B,Full Power,National
Standard,142.5,,,T16-17DT,F,100,Sleeves,D,Full Power,National
Standard,330,,,T16-17DT,F,100,Sleeves,Total,Full Power,National
Standard,125,,,T16-17DT,F,110,Sleeves,S,Full Power,National
Standard,67.5,,,T16-17DT,F,110,Sleeves,B,Full Power,National
Standard,147.5,,,T16-17DT,F,110,Sleeves,D,Full Power,National
Standard,337.5,,,T16-17DT,F,110,Sleeves,Total,Full Power,National
Standard,130,,,T16-17DT,F,110+,Sleeves,S,Full Power,National
Standard,70,,,T16-17DT,F,110+,Sleeves,B,Full Power,National
Standard,150,,,T16-17DT,F,110+,Sleeves,D,Full Power,National
Standard,345,,,T16-17DT,F,110+,Sleeves,Total,Full Power,National
Standard,62.5,,,T18-19,F,44,Sleeves,S,Full Power,National
Standard,32.5,,,T18-19,F,44,Sleeves,B,Full Power,National
Standard,65,,,T18-19,F,44,Sleeves,D,Full Power,National
Standard,157.5,,,T18-19,F,44,Sleeves,Total,Full Power,National
Standard,77.5,,,T18-19,F,48,Sleeves,S,Full Power,National
Standard,40,,,T18-19,F,48,Sleeves,B,Full Power,National
Standard,80,,,T18-19,F,48,Sleeves,D,Full Power,National
Standard,195,,,T18-19,F,48,Sleeves,Total,Full Power,National
Standard,80,,,T18-19,F,52,Sleeves,S,Full Power,National
Standard,40,,,T18-19,F,52,Sleeves,B,Full Power,National
Standard,82.5,,,T18-19,F,52,Sleeves,D,Full Power,National
Standard,200,,,T18-19,F,52,Sleeves,Total,Full Power,National
Standard,85,,,T18-19,F,56,Sleeves,S,Full Power,National
Standard,45,,,T18-19,F,56,Sleeves,B,Full Power,National
Standard,95,,,T18-19,F,56,Sleeves,D,Full Power,National
Standard,222.5,,,T18-19,F,56,Sleeves,Total,Full Power,National
Standard,95,,,T18-19,F,60,Sleeves,S,Full Power,National
Standard,50,,,T18-19,F,60,Sleeves,B,Full Power,National
Standard,100,,,T18-19,F,60,Sleeves,D,Full Power,National
Standard,242.5,,,T18-19,F,60,Sleeves,Total,Full Power,National
Standard,107.5,,,T18-19,F,67.5,Sleeves,S,Full Power,National
Standard,55,,,T18-19,F,67.5,Sleeves,B,Full Power,National
Standard,112.5,,,T18-19,F,67.5,Sleeves,D,Full Power,National
Standard,270,,,T18-19,F,67.5,Sleeves,Total,Full Power,National
Standard,112.5,,,T18-19,F,75,Sleeves,S,Full Power,National
Standard,57.5,,,T18-19,F,75,Sleeves,B,Full Power,National
Standard,117.5,,,T18-19,F,75,Sleeves,D,Full Power,National
Standard,282.5,,,T18-19,F,75,Sleeves,Total,Full Power,National
Daniella Pirks,120,28/09/2025,South Midlands,T18-19,F,82.5,Sleeves,S,Full Power,National
Daniella Pirks,60,28/09/2025,South Midlands,T18-19,F,82.5,Sleeves,B,Full Power,National
Daniella Pirks,130,28/09/2025,South Midlands,T18-19,F,82.5,Sleeves,D,Full Power,National
Daniella Pirks,310,28/09/2025,South Midlands,T18-19,F,82.5,Sleeves,Total,Full Power,National
Standard,125,,,T18-19,F,90,Sleeves,S,Full Power,National
Standard,65,,,T18-19,F,90,Sleeves,B,Full Power,National
Standard,132.5,,,T18-19,F,90,Sleeves,D,Full Power,National
Standard,320,,,T18-19,F,90,Sleeves,Total,Full Power,National
Standard,137.5,,,T18-19,F,100,Sleeves,S,Full Power,National
Standard,75,,,T18-19,F,100,Sleeves,B,Full Power,National
Standard,160,,,T18-19,F,100,Sleeves,D,Full Power,National
Standard,370,,,T18-19,F,100,Sleeves,Total,Full Power,National
Standard,142.5,,,T18-19,F,110,Sleeves,S,Full Power,National
Standard,77.5,,,T18-19,F,110,Sleeves,B,Full Power,National
Standard,167.5,,,T18-19,F,110,Sleeves,D,Full Power,National
Standard,385,,,T18-19,F,110,Sleeves,Total,Full Power,National
Standard,147.5,,,T18-19,F,110+,Sleeves,S,Full Power,National
Standard,80,,,T18-19,F,110+,Sleeves,B,Full Power,National
Standard,170,,,T18-19,F,110+,Sleeves,D,Full Power,National
Standard,395,,,T18-19,F,110+,Sleeves,Total,Full Power,National
Standard,60,,,T18-19DT,F,44,Sleeves,S,Full Power,National
Standard,32.5,,,T18-19DT,F,44,Sleeves,B,Full Power,National
Standard,67.5,,,T18-19DT,F,44,Sleeves,D,Full Power,National
Standard,157.5,,,T18-19DT,F,44,Sleeves,Total,Full Power,National
Standard,75,,,T18-19DT,F,48,Sleeves,S,Full Power,National
Standard,40,,,T18-19DT,F,48,Sleeves,B,Full Power,National
Standard,82.5,,,T18-19DT,F,48,Sleeves,D,Full Power,National
Standard,195,,,T18-19DT,F,48,Sleeves,Total,Full Power,National
Ruby Harrison,85,17/08/2025,North West,T18-19DT,F,52,Sleeves,S,Full Power,National
Ruby Harrison,52.5,17/08/2025,North West,T18-19DT,F,52,Sleeves,B,Full Power,National
Ruby Harrison,105,17/08/2025,North West,T18-19DT,F,52,Sleeves,D,Full Power,National
Ruby Harrison,242.5,17/08/2025,North West,T18-19DT,F,52,Sleeves,Total,Full Power,National
Ruby Harrison,90,06/04/2025,South Midlands,T18-19DT,F,56,Sleeves,S,Full Power,National
Ruby Harrison,55,07/12/2025,National Championships,T18-19DT,F,56,Sleeves,B,Full Power,National
Ruby Harrison,110,06/04/2025,South Midlands,T18-19DT,F,56,Sleeves,D,Full Power,National
Ruby Harrison,250,07/12/2025,National Championships,T18-19DT,F,56,Sleeves,Total,Full Power,National
Standard,95,,,T18-19DT,F,60,Sleeves,S,Full Power,National
Victoria Zhuravel,62.5,08/02/2026,Peterborough,T18-19DT,F,60,Sleeves,B,Full Power,National
Victoria Zhuravel,107.5,08/02/2026,Peterborough,T18-19DT,F,60,Sleeves,D,Full Power,National
Victoria Zhuravel,255,08/02/2026,Peterborough,T18-19DT,F,60,Sleeves,Total,Full Power,National
Zoe Thomas,117.5,18/08/2024,South West,T18-19DT,F,67.5,Sleeves,S,Full Power,National
Standard,60,,,T18-19DT,F,67.5,Sleeves,B,Full Power,National
Zoe Thomas,145,18/08/2024,South West,T18-19DT,F,67.5,Sleeves,D,Full Power,National
Zoe Thomas,312.5,18/08/2024,South West,T18-19DT,F,67.5,Sleeves,Total,Full Power,National
Olivia Humphrey,125,17/05/2026,World Cup UK,T18-19DT,F,75,Sleeves,S,Full Power,National
Olivia Humphrey,90,17/05/2026,World Cup UK,T18-19DT,F,75,Sleeves,B,Full Power,National
Olivia Humphrey,180,17/05/2026,World Cup UK,T18-19DT,F,75,Sleeves,D,Full Power,National
Olivia Humphrey,395,17/05/2026,World Cup UK,T18-19DT,F,75,Sleeves,Total,Full Power,National
Davina Foh-Amoaning,115.5,05/05/2024,Nottingham,T18-19DT,F,82.5,Sleeves,S,Full Power,National
Daniella Pirks,62.5,12/04/2026,East Midlands,T18-19DT,F,82.5,Sleeves,B,Full Power,National
Davina Foh-Amoaning,132.5,05/05/2024,Nottingham,T18-19DT,F,82.5,Sleeves,D,Full Power,National
Davina Foh-Amoaning,308.5,05/05/2024,Nottingham,T18-19DT,F,82.5,Sleeves,Total,Full Power,National
Standard,122.5,,,T18-19DT,F,90,Sleeves,S,Full Power,National
Tamzin Ord,71.5,05/05/2024,Nottingham,T18-19DT,F,90,Sleeves,B,Full Power,National
Tamzin Ord,135.5,05/05/2024,Nottingham,T18-19DT,F,90,Sleeves,D,Full Power,National
Standard,320,,,T18-19DT,F,90,Sleeves,Total,Full Power,National
Standard,137.5,,,T18-19DT,F,100,Sleeves,S,Full Power,National
Standard,75,,,T18-19DT,F,100,Sleeves,B,Full Power,National
Standard,157.5,,,T18-19DT,F,100,Sleeves,D,Full Power,National
Standard,365,,,T18-19DT,F,100,Sleeves,Total,Full Power,National
Standard,140,,,T18-19DT,F,110,Sleeves,S,Full Power,National
Standard,75,,,T18-19DT,F,110,Sleeves,B,Full Power,National
Standard,162.5,,,T18-19DT,F,110,Sleeves,D,Full Power,National
Standard,375,,,T18-19DT,F,110,Sleeves,Total,Full Power,National
Standard,142.5,,,T18-19DT,F,110+,Sleeves,S,Full Power,National
Standard,77.5,,,T18-19DT,F,110+,Sleeves,B,Full Power,National
Standard,165,,,T18-19DT,F,110+,Sleeves,D,Full Power,National
Standard,382.5,,,T18-19DT,F,110+,Sleeves,Total,Full Power,National
Standard,72.5,,,Junior,F,44,Sleeves,S,Full Power,National
Standard,37.5,,,Junior,F,44,Sleeves,B,Full Power,National
Standard,77.5,,,Junior,F,44,Sleeves,D,Full Power,National
Standard,185,,,Junior,F,44,Sleeves,Total,Full Power,National
Standard,90,,,Junior,F,48,Sleeves,S,Full Power,National
Standard,47.5,,,Junior,F,48,Sleeves,B,Full Power,National
Standard,95,,,Junior,F,48,Sleeves,D,Full Power,National
Standard,227.5,,,Junior,F,48,Sleeves,Total,Full Power,National
Standard,92.5,,,Junior,F,52,Sleeves,S,Full Power,National
Standard,47.5,,,Junior,F,52,Sleeves,B,Full Power,National
Standard,97.5,,,Junior,F,52,Sleeves,D,Full Power,National
Standard,235,,,Junior,F,52,Sleeves,Total,Full Power,National
Standard,102.5,,,Junior,F,56,Sleeves,S,Full Power,National
Standard,52.5,,,Junior,F,56,Sleeves,B,Full Power,National
Standard,107.5,,,Junior,F,56,Sleeves,D,Full Power,National
Standard,260,,,Junior,F,56,Sleeves,Total,Full Power,National
Standard,112.5,,,Junior,F,60,Sleeves,S,Full Power,National
Standard,57.5,,,Junior,F,60,Sleeves,B,Full Power,National
Standard,117.5,,,Junior,F,60,Sleeves,D,Full Power,National
Standard,285,,,Junior,F,60,Sleeves,Total,Full Power,National
Standard,125,,,Junior,F,67.5,Sleeves,S,Full Power,National
Standard,65,,,Junior,F,67.5,Sleeves,B,Full Power,National
Standard,132.5,,,Junior,F,67.5,Sleeves,D,Full Power,National
Standard,317.5,,,Junior,F,67.5,Sleeves,Total,Full Power,National
Standard,130,,,Junior,F,75,Sleeves,S,Full Power,National
Standard,67.5,,,Junior,F,75,Sleeves,B,Full Power,National
Standard,137.5,,,Junior,F,75,Sleeves,D,Full Power,National
Standard,330,,,Junior,F,75,Sleeves,Total,Full Power,National
Standard,137.5,,,Junior,F,82.5,Sleeves,S,Full Power,National
Standard,72.5,,,Junior,F,82.5,Sleeves,B,Full Power,National
Standard,145,,,Junior,F,82.5,Sleeves,D,Full Power,National
Standard,352.5,,,Junior,F,82.5,Sleeves,Total,Full Power,National
Standard,147.5,,,Junior,F,90,Sleeves,S,Full Power,National
Standard,75,,,Junior,F,90,Sleeves,B,Full Power,National
Standard,155,,,Junior,F,90,Sleeves,D,Full Power,National
Standard,375,,,Junior,F,90,Sleeves,Total,Full Power,National
Standard,152.5,,,Junior,F,100,Sleeves,S,Full Power,National
Standard,82.5,,,Junior,F,100,Sleeves,B,Full Power,National
Standard,177.5,,,Junior,F,100,Sleeves,D,Full Power,National
Standard,410,,,Junior,F,100,Sleeves,Total,Full Power,National
Standard,160,,,Junior,F,110,Sleeves,S,Full Power,National
Standard,87.5,,,Junior,F,110,Sleeves,B,Full Power,National
Standard,185,,,Junior,F,110,Sleeves,D,Full Power,National
Standard,427.5,,,Junior,F,110,Sleeves,Total,Full Power,National
Standard,162.5,,,Junior,F,110+,Sleeves,S,Full Power,National
Standard,87.5,,,Junior,F,110+,Sleeves,B,Full Power,National
Standard,190,,,Junior,F,110+,Sleeves,D,Full Power,National
Standard,437.5,,,Junior,F,110+,Sleeves,Total,Full Power,National
Standard,72.5,,,JuniorDT,F,44,Sleeves,S,Full Power,National
Standard,37.5,,,JuniorDT,F,44,Sleeves,B,Full Power,National
Standard,80,,,JuniorDT,F,44,Sleeves,D,Full Power,National
Standard,185,,,JuniorDT,F,44,Sleeves,Total,Full Power,National
Standard,87.5,,,JuniorDT,F,48,Sleeves,S,Full Power,National
Standard,47.5,,,JuniorDT,F,48,Sleeves,B,Full Power,National
Standard,97.5,,,JuniorDT,F,48,Sleeves,D,Full Power,National
Standard,227.5,,,JuniorDT,F,48,Sleeves,Total,Full Power,National
Standard,90,,,JuniorDT,F,52,Sleeves,S,Full Power,National
Standard,47.5,,,JuniorDT,F,52,Sleeves,B,Full Power,National
Standard,100,,,JuniorDT,F,52,Sleeves,D,Full Power,National
Standard,235,,,JuniorDT,F,52,Sleeves,Total,Full Power,National
Kelise Harrington,135,02/11/2025,Nottingham,JuniorDT,F,56,Sleeves,S,Full Power,National
Kelise Harrington,72.5,02/11/2025,Nottingham,JuniorDT,F,56,Sleeves,B,Full Power,National
Kelise Harrington,175,02/11/2025,Nottingham,JuniorDT,F,56,Sleeves,D,Full Power,National
Kelise Harrington,382.5,02/11/2025,Nottingham,JuniorDT,F,56,Sleeves,Total,Full Power,National
Reegan Green,160,07/12/2025,National Championships,JuniorDT,F,60,Sleeves,S,Full Power,National
Reegan Green,70,07/12/2025,National Championships,JuniorDT,F,60,Sleeves,B,Full Power,National
Reegan Green,175,07/12/2025,National Championships,JuniorDT,F,60,Sleeves,D,Full Power,National
Reegan Green,405,07/12/2025,National Championships,JuniorDT,F,60,Sleeves,Total,Full Power,National
Abi Gosling,127.5,17/05/2026,World Cup UK,JuniorDT,F,67.5,Sleeves,S,Full Power,National
Abi Gosling,70,17/05/2026,World Cup UK,JuniorDT,F,67.5,Sleeves,B,Full Power,National
Amera Telfer-Ross,167.5,28/09/2025,South Midlands,JuniorDT,F,67.5,Sleeves,D,Full Power,National
Abi Gosling,345,17/05/2026,World Cup UK,JuniorDT,F,67.5,Sleeves,Total,Full Power,National
Standard,127.5,,,JuniorDT,F,75,Sleeves,S,Full Power,National
Standard,67.5,,,JuniorDT,F,75,Sleeves,B,Full Power,National
Molly Dutchburn,142.5,15/02/2026,Nottingham,JuniorDT,F,75,Sleeves,D,Full Power,National
Standard,330,,,JuniorDT,F,75,Sleeves,Total,Full Power,National
Georgia Ames,136,24/08/2025,North East,JuniorDT,F,82.5,Sleeves,S,Full Power,National
Standard,72.5,,,JuniorDT,F,82.5,Sleeves,B,Full Power,National
Alisha Slater,162.5,17/05/2026,World Cup UK,JuniorDT,F,82.5,Sleeves,D,Full Power,National
Alisha Slater,355,17/05/2026,World Cup UK,JuniorDT,F,82.5,Sleeves,Total,Full Power,National
Standard,142.5,,,JuniorDT,F,90,Sleeves,S,Full Power,National
Tamzin Ord,75.5,16/02/2025,Nottingham,JuniorDT,F,90,Sleeves,B,Full Power,National
Standard,157.5,,,JuniorDT,F,90,Sleeves,D,Full Power,National
Standard,375,,,JuniorDT,F,90,Sleeves,Total,Full Power,National
Standard,150,,,JuniorDT,F,100,Sleeves,S,Full Power,National
Standard,82.5,,,JuniorDT,F,100,Sleeves,B,Full Power,National
Standard,175,,,JuniorDT,F,100,Sleeves,D,Full Power,National
Standard,405,,,JuniorDT,F,100,Sleeves,Total,Full Power,National
Standard,155,,,JuniorDT,F,110,Sleeves,S,Full Power,National
Standard,85,,,JuniorDT,F,110,Sleeves,B,Full Power,National
Anna Ingram,180.5,24/08/2025,North East,JuniorDT,F,110,Sleeves,D,Full Power,National
Standard,415,,,JuniorDT,F,110,Sleeves,Total,Full Power,National
Standard,157.5,,,JuniorDT,F,110+,Sleeves,S,Full Power,National
Standard,85,,,JuniorDT,F,110+,Sleeves,B,Full Power,National
Standard,185,,,JuniorDT,F,110+,Sleeves,D,Full Power,National
Standard,425,,,JuniorDT,F,110+,Sleeves,Total,Full Power,National
Standard,77.5,,,M40-49,F,44,Sleeves,S,Full Power,National
Standard,40,,,M40-49,F,44,Sleeves,B,Full Power,National
Standard,80,,,M40-49,F,44,Sleeves,D,Full Power,National
Standard,192.5,,,M40-49,F,44,Sleeves,Total,Full Power,National
Standard,92.5,,,M40-49,F,48,Sleeves,S,Full Power,National
Standard,47.5,,,M40-49,F,48,Sleeves,B,Full Power,National
Standard,97.5,,,M40-49,F,48,Sleeves,D,Full Power,National
Standard,235,,,M40-49,F,48,Sleeves,Total,Full Power,National
Standard,95,,,M40-49,F,52,Sleeves,S,Full Power,National
Standard,50,,,M40-49,F,52,Sleeves,B,Full Power,National
Standard,100,,,M40-49,F,52,Sleeves,D,Full Power,National
Standard,242.5,,,M40-49,F,52,Sleeves,Total,Full Power,National
Katie Fordham,105,12/04/2026,East Midlands,M40-49,F,56,Sleeves,S,Full Power,National
Katie Fordham,56,12/04/2026,East Midlands,M40-49,F,56,Sleeves,B,Full Power,National
Katie Fordham,117.5,12/04/2026,East Midlands,M40-49,F,56,Sleeves,D,Full Power,National
Katie Fordham,278.5,12/04/2026,East Midlands,M40-49,F,56,Sleeves,Total,Full Power,National
Standard,117.5,,,M40-49,F,60,Sleeves,S,Full Power,National
Standard,60,,,M40-49,F,60,Sleeves,B,Full Power,National
Standard,122.5,,,M40-49,F,60,Sleeves,D,Full Power,National
Standard,295,,,M40-49,F,60,Sleeves,Total,Full Power,National
Sharon Eggleton,205,02/11/2025,Nottingham,M40-49,F,67.5,Sleeves,S,Full Power,National
Sharon Eggleton,135,02/11/2025,Nottingham,M40-49,F,67.5,Sleeves,B,Full Power,National
Sharon Eggleton,250,02/11/2025,Nottingham,M40-49,F,67.5,Sleeves,D,Full Power,National
Sharon Eggleton,590,02/11/2025,Nottingham,M40-49,F,67.5,Sleeves,Total,Full Power,National
Standard,135,,,M40-49,F,75,Sleeves,S,Full Power,National
Standard,70,,,M40-49,F,75,Sleeves,B,Full Power,National
Standard,140,,,M40-49,F,75,Sleeves,D,Full Power,National
Standard,340,,,M40-49,F,75,Sleeves,Total,Full Power,National
Standard,142.5,,,M40-49,F,82.5,Sleeves,S,Full Power,National
Standard,72.5,,,M40-49,F,82.5,Sleeves,B,Full Power,National
Standard,150,,,M40-49,F,82.5,Sleeves,D,Full Power,National
Standard,362.5,,,M40-49,F,82.5,Sleeves,Total,Full Power,National
Standard,152.5,,,M40-49,F,90,Sleeves,S,Full Power,National
Claire Hopley,85,05/12/2025,National Championships,M40-49,F,90,Sleeves,B,Full Power,National
Claire Hopley,162.5,05/12/2025,National Championships,M40-49,F,90,Sleeves,D,Full Power,National
Standard,385,,,M40-49,F,90,Sleeves,Total,Full Power,National
Standard,152.5,,,M40-49,F,100,Sleeves,S,Full Power,National
Standard,82.5,,,M40-49,F,100,Sleeves,B,Full Power,National
Standard,177.5,,,M40-49,F,100,Sleeves,D,Full Power,National
Standard,410,,,M40-49,F,100,Sleeves,Total,Full Power,National
Standard,160,,,M40-49,F,110,Sleeves,S,Full Power,National
Standard,87.5,,,M40-49,F,110,Sleeves,B,Full Power,National
Standard,185,,,M40-49,F,110,Sleeves,D,Full Power,National
Standard,427.5,,,M40-49,F,110,Sleeves,Total,Full Power,National
Standard,162.5,,,M40-49,F,110+,Sleeves,S,Full Power,National
Standard,87.5,,,M40-49,F,110+,Sleeves,B,Full Power,National
Standard,190,,,M40-49,F,110+,Sleeves,D,Full Power,National
Standard,437.5,,,M40-49,F,110+,Sleeves,Total,Full Power,National
Standard,67.5,,,M50-59,F,44,Sleeves,S,Full Power,National
Standard,35,,,M50-59,F,44,Sleeves,B,Full Power,National
Standard,70,,,M50-59,F,44,Sleeves,D,Full Power,National
Standard,170,,,M50-59,F,44,Sleeves,Total,Full Power,National
Standard,82.5,,,M50-59,F,48,Sleeves,S,Full Power,National
Standard,42.5,,,M50-59,F,48,Sleeves,B,Full Power,National
Standard,87.5,,,M50-59,F,48,Sleeves,D,Full Power,National
Standard,207.5,,,M50-59,F,48,Sleeves,Total,Full Power,National
Standard,85,,,M50-59,F,52,Sleeves,S,Full Power,National
Standard,42.5,,,M50-59,F,52,Sleeves,B,Full Power,National
Standard,87.5,,,M50-59,F,52,Sleeves,D,Full Power,National
Standard,212.5,,,M50-59,F,52,Sleeves,Total,Full Power,National
Standard,92.5,,,M50-59,F,56,Sleeves,S,Full Power,National
Standard,47.5,,,M50-59,F,56,Sleeves,B,Full Power,National
Standard,97.5,,,M50-59,F,56,Sleeves,D,Full Power,National
Standard,235,,,M50-59,F,56,Sleeves,Total,Full Power,National
Standard,102.5,,,M50-59,F,60,Sleeves,S,Full Power,National
Standard,52.5,,,M50-59,F,60,Sleeves,B,Full Power,National
Standard,107.5,,,M50-59,F,60,Sleeves,D,Full Power,National
Standard,260,,,M50-59,F,60,Sleeves,Total,Full Power,National
